material-L1,material-L2,phase,stream,idealStream,stratum,kgPerHhPerWk
"Miscellaneous 
combustible",Mattresses,2,grey bin,grey bin,urban £,0.0
"Miscellaneous 
combustible",Mattresses,2,grey bin,grey bin,urban ££,0.0
"Miscellaneous 
combustible",Mattresses,2,grey bin,grey bin,urban £££,0.0
"Miscellaneous 
combustible",Mattresses,2,grey bin,grey bin,rural £/££,0.0
"Miscellaneous 
combustible",Mattresses,2,grey bin,grey bin,rural £££,0.0
"Miscellaneous 
combustible",Mattresses,2,recycling bin,grey bin,urban £,0.0
"Miscellaneous 
combustible",Mattresses,2,recycling bin,grey bin,urban ££,0.0
"Miscellaneous 
combustible",Mattresses,2,recycling bin,grey bin,urban £££,0.0
"Miscellaneous 
combustible",Mattresses,2,recycling bin,grey bin,rural £/££,0.0
"Miscellaneous 
combustible",Mattresses,2,recycling bin,grey bin,rural £££,0.0
"Miscellaneous 
combustible",Other combustible materials not otherwise specified,1,grey bin,grey bin,urban £,0.0
"Miscellaneous 
combustible",Other combustible materials not otherwise specified,1,grey bin,grey bin,urban ££,0.0
"Miscellaneous 
combustible",Other combustible materials not otherwise specified,1,grey bin,grey bin,urban £££,0.0
"Miscellaneous 
combustible",Other combustible materials not otherwise specified,1,grey bin,grey bin,rural £/££,0.0
"Miscellaneous 
combustible",Other combustible materials not otherwise specified,1,grey bin,grey bin,rural £££,0.0
"Miscellaneous 
combustible",Other combustible materials not otherwise specified,1,recycling bin,grey bin,urban £,0.0
"Miscellaneous 
combustible",Other combustible materials not otherwise specified,1,recycling bin,grey bin,urban ££,0.0
"Miscellaneous 
combustible",Other combustible materials not otherwise specified,1,recycling bin,grey bin,urban £££,0.0
"Miscellaneous 
combustible",Other combustible materials not otherwise specified,1,recycling bin,grey bin,rural £/££,0.0
"Miscellaneous 
combustible",Other combustible materials not otherwise specified,1,recycling bin,grey bin,rural £££,0.0
"Miscellaneous 
combustible",Other combustible materials not otherwise specified,2,grey bin,grey bin,urban £,0.0
"Miscellaneous 
combustible",Other combustible materials not otherwise specified,2,grey bin,grey bin,urban ££,0.0
"Miscellaneous 
combustible",Other combustible materials not otherwise specified,2,grey bin,grey bin,urban £££,0.0
"Miscellaneous 
combustible",Other combustible materials not otherwise specified,2,grey bin,grey bin,rural £/££,0.0
"Miscellaneous 
combustible",Other combustible materials not otherwise specified,2,grey bin,grey bin,rural £££,0.0
"Miscellaneous 
combustible",Other combustible materials not otherwise specified,2,recycling bin,grey bin,urban £,0.0
"Miscellaneous 
combustible",Other combustible materials not otherwise specified,2,recycling bin,grey bin,urban ££,0.0
"Miscellaneous 
combustible",Other combustible materials not otherwise specified,2,recycling bin,grey bin,urban £££,0.0
"Miscellaneous 
combustible",Other combustible materials not otherwise specified,2,recycling bin,grey bin,rural £/££,0.0
"Miscellaneous 
combustible",Other combustible materials not otherwise specified,2,recycling bin,grey bin,rural £££,0.0
Textiles & footwear,Clothing textiles,1,grey bin,recycling site,urban £,0.136
Textiles & footwear,Clothing textiles,1,grey bin,recycling site,urban ££,0.13513513513513514
Textiles & footwear,Clothing textiles,1,grey bin,recycling site,urban £££,0.06170212765957447
Textiles & footwear,Clothing textiles,1,grey bin,recycling site,rural £/££,0.21346153846153845
Textiles & footwear,Clothing textiles,1,grey bin,recycling site,rural £££,0.1411764705882353
Textiles & footwear,Clothing textiles,1,recycling bin,recycling site,urban £,0.0
Textiles & footwear,Clothing textiles,1,recycling bin,recycling site,urban ££,0.0
Textiles & footwear,Clothing textiles,1,recycling bin,recycling site,urban £££,0.014893617021276595
Textiles & footwear,Clothing textiles,1,recycling bin,recycling site,rural £/££,0.0
Textiles & footwear,Clothing textiles,1,recycling bin,recycling site,rural £££,0.0
Textiles & footwear,Clothing textiles,2,grey bin,recycling site,urban £,0.16530612244897958
Textiles & footwear,Clothing textiles,2,grey bin,recycling site,urban ££,0.14210526315789473
Textiles & footwear,Clothing textiles,2,grey bin,recycling site,urban £££,0.126
Textiles & footwear,Clothing textiles,2,grey bin,recycling site,rural £/££,0.18571428571428572
Textiles & footwear,Clothing textiles,2,grey bin,recycling site,rural £££,0.2612244897959184
Textiles & footwear,Clothing textiles,2,recycling bin,recycling site,urban £,0.0020408163265306124
Textiles & footwear,Clothing textiles,2,recycling bin,recycling site,urban ££,0.002631578947368421
Textiles & footwear,Clothing textiles,2,recycling bin,recycling site,urban £££,0.0
Textiles & footwear,Clothing textiles,2,recycling bin,recycling site,rural £/££,0.02653061224489796
Textiles & footwear,Clothing textiles,2,recycling bin,recycling site,rural £££,0.0020408163265306124
Textiles & footwear,"Shoes, belts & bags",1,grey bin,recycling site,urban £,0.08
Textiles & footwear,"Shoes, belts & bags",1,grey bin,recycling site,urban ££,0.04054054054054054
Textiles & footwear,"Shoes, belts & bags",1,grey bin,recycling site,urban £££,0.06595744680851064
Textiles & footwear,"Shoes, belts & bags",1,grey bin,recycling site,rural £/££,0.04615384615384615
Textiles & footwear,"Shoes, belts & bags",1,grey bin,recycling site,rural £££,0.10980392156862745
Textiles & footwear,"Shoes, belts & bags",1,recycling bin,recycling site,urban £,0.032
Textiles & footwear,"Shoes, belts & bags",1,recycling bin,recycling site,urban ££,0.0
Textiles & footwear,"Shoes, belts & bags",1,recycling bin,recycling site,urban £££,0.010638297872340425
Textiles & footwear,"Shoes, belts & bags",1,recycling bin,recycling site,rural £/££,0.0
Textiles & footwear,"Shoes, belts & bags",1,recycling bin,recycling site,rural £££,0.0
Textiles & footwear,"Shoes, belts & bags",2,grey bin,recycling site,urban £,0.08775510204081632
Textiles & footwear,"Shoes, belts & bags",2,grey bin,recycling site,urban ££,0.08421052631578947
Textiles & footwear,"Shoes, belts & bags",2,grey bin,recycling site,urban £££,0.092
Textiles & footwear,"Shoes, belts & bags",2,grey bin,recycling site,rural £/££,0.10204081632653061
Textiles & footwear,"Shoes, belts & bags",2,grey bin,recycling site,rural £££,0.16734693877551018
Textiles & footwear,"Shoes, belts & bags",2,recycling bin,recycling site,urban £,0.0
Textiles & footwear,"Shoes, belts & bags",2,recycling bin,recycling site,urban ££,0.018421052631578946
Textiles & footwear,"Shoes, belts & bags",2,recycling bin,recycling site,urban £££,0.0
Textiles & footwear,"Shoes, belts & bags",2,recycling bin,recycling site,rural £/££,0.00816326530612245
Textiles & footwear,"Shoes, belts & bags",2,recycling bin,recycling site,rural £££,0.006122448979591836
Textiles & footwear,Carpet & underlay,1,grey bin,grey bin,urban £,0.05
Textiles & footwear,Carpet & underlay,1,grey bin,grey bin,urban ££,0.0
Textiles & footwear,Carpet & underlay,1,grey bin,grey bin,urban £££,0.26382978723404255
Textiles & footwear,Carpet & underlay,1,grey bin,grey bin,rural £/££,0.03461538461538462
Textiles & footwear,Carpet & underlay,1,grey bin,grey bin,rural £££,0.011764705882352941
Textiles & footwear,Carpet & underlay,1,recycling bin,grey bin,urban £,0.0
Textiles & footwear,Carpet & underlay,1,recycling bin,grey bin,urban ££,0.0
Textiles & footwear,Carpet & underlay,1,recycling bin,grey bin,urban £££,0.0
Textiles & footwear,Carpet & underlay,1,recycling bin,grey bin,rural £/££,0.0
Textiles & footwear,Carpet & underlay,1,recycling bin,grey bin,rural £££,0.0
Textiles & footwear,Carpet & underlay,2,grey bin,grey bin,urban £,0.004081632653061225
Textiles & footwear,Carpet & underlay,2,grey bin,grey bin,urban ££,0.005263157894736842
Textiles & footwear,Carpet & underlay,2,grey bin,grey bin,urban £££,0.02
Textiles & footwear,Carpet & underlay,2,grey bin,grey bin,rural £/££,0.00816326530612245
Textiles & footwear,Carpet & underlay,2,grey bin,grey bin,rural £££,0.05510204081632653
Textiles & footwear,Carpet & underlay,2,recycling bin,grey bin,urban £,0.0
Textiles & footwear,Carpet & underlay,2,recycling bin,grey bin,urban ££,0.0
Textiles & footwear,Carpet & underlay,2,recycling bin,grey bin,urban £££,0.0
Textiles & footwear,Carpet & underlay,2,recycling bin,grey bin,rural £/££,0.0
Textiles & footwear,Carpet & underlay,2,recycling bin,grey bin,rural £££,0.0
Textiles & footwear,Non-clothing textiles,1,grey bin,recycling site,urban £,0.042
Textiles & footwear,Non-clothing textiles,1,grey bin,recycling site,urban ££,0.021621621621621623
Textiles & footwear,Non-clothing textiles,1,grey bin,recycling site,urban £££,0.09574468085106383
Textiles & footwear,Non-clothing textiles,1,grey bin,recycling site,rural £/££,0.01730769230769231
Textiles & footwear,Non-clothing textiles,1,grey bin,recycling site,rural £££,0.0392156862745098
Textiles & footwear,Non-clothing textiles,1,recycling bin,recycling site,urban £,0.008
Textiles & footwear,Non-clothing textiles,1,recycling bin,recycling site,urban ££,0.0
Textiles & footwear,Non-clothing textiles,1,recycling bin,recycling site,urban £££,0.0
Textiles & footwear,Non-clothing textiles,1,recycling bin,recycling site,rural £/££,0.0
Textiles & footwear,Non-clothing textiles,1,recycling bin,recycling site,rural £££,0.0
Textiles & footwear,Non-clothing textiles,2,grey bin,recycling site,urban £,0.06938775510204082
Textiles & footwear,Non-clothing textiles,2,grey bin,recycling site,urban ££,0.05789473684210527
Textiles & footwear,Non-clothing textiles,2,grey bin,recycling site,urban £££,0.07
Textiles & footwear,Non-clothing textiles,2,grey bin,recycling site,rural £/££,0.09183673469387756
Textiles & footwear,Non-clothing textiles,2,grey bin,recycling site,rural £££,0.08775510204081632
Textiles & footwear,Non-clothing textiles,2,recycling bin,recycling site,urban £,0.0
Textiles & footwear,Non-clothing textiles,2,recycling bin,recycling site,urban ££,0.002631578947368421
Textiles & footwear,Non-clothing textiles,2,recycling bin,recycling site,urban £££,0.0
Textiles & footwear,Non-clothing textiles,2,recycling bin,recycling site,rural £/££,0.05102040816326531
Textiles & footwear,Non-clothing textiles,2,recycling bin,recycling site,rural £££,0.0020408163265306124
Misc. non-combustible,Rubble,1,grey bin,recycling site,urban £,0.0
Misc. non-combustible,Rubble,1,grey bin,recycling site,urban ££,0.0
Misc. non-combustible,Rubble,1,grey bin,recycling site,urban £££,0.0
Misc. non-combustible,Rubble,1,grey bin,recycling site,rural £/££,0.0
Misc. non-combustible,Rubble,1,grey bin,recycling site,rural £££,0.0
Misc. non-combustible,Rubble,1,recycling bin,recycling site,urban £,0.0
Misc. non-combustible,Rubble,1,recycling bin,recycling site,urban ££,0.0
Misc. non-combustible,Rubble,1,recycling bin,recycling site,urban £££,0.0
Misc. non-combustible,Rubble,1,recycling bin,recycling site,rural £/££,0.0
Misc. non-combustible,Rubble,1,recycling bin,recycling site,rural £££,0.0
Misc. non-combustible,Rubble,2,grey bin,recycling site,urban £,0.0
Misc. non-combustible,Rubble,2,grey bin,recycling site,urban ££,0.0
Misc. non-combustible,Rubble,2,grey bin,recycling site,urban £££,0.0
Misc. non-combustible,Rubble,2,grey bin,recycling site,rural £/££,0.0
Misc. non-combustible,Rubble,2,grey bin,recycling site,rural £££,0.0
Misc. non-combustible,Rubble,2,recycling bin,recycling site,urban £,0.0
Misc. non-combustible,Rubble,2,recycling bin,recycling site,urban ££,0.0
Misc. non-combustible,Rubble,2,recycling bin,recycling site,urban £££,0.0
Misc. non-combustible,Rubble,2,recycling bin,recycling site,rural £/££,0.0
Misc. non-combustible,Rubble,2,recycling bin,recycling site,rural £££,0.0
Misc. non-combustible,Plasterboard,1,grey bin,recycling site,urban £,0.0
Misc. non-combustible,Plasterboard,1,grey bin,recycling site,urban ££,0.0
Misc. non-combustible,Plasterboard,1,grey bin,recycling site,urban £££,0.11063829787234043
Misc. non-combustible,Plasterboard,1,grey bin,recycling site,rural £/££,0.1423076923076923
Misc. non-combustible,Plasterboard,1,grey bin,recycling site,rural £££,0.00784313725490196
Misc. non-combustible,Plasterboard,1,recycling bin,recycling site,urban £,0.0
Misc. non-combustible,Plasterboard,1,recycling bin,recycling site,urban ££,0.0
Misc. non-combustible,Plasterboard,1,recycling bin,recycling site,urban £££,0.0
Misc. non-combustible,Plasterboard,1,recycling bin,recycling site,rural £/££,0.0
Misc. non-combustible,Plasterboard,1,recycling bin,recycling site,rural £££,0.0
Misc. non-combustible,Plasterboard,2,grey bin,recycling site,urban £,0.0
Misc. non-combustible,Plasterboard,2,grey bin,recycling site,urban ££,0.0
Misc. non-combustible,Plasterboard,2,grey bin,recycling site,urban £££,0.0
Misc. non-combustible,Plasterboard,2,grey bin,recycling site,rural £/££,0.0
Misc. non-combustible,Plasterboard,2,grey bin,recycling site,rural £££,0.0
Misc. non-combustible,Plasterboard,2,recycling bin,recycling site,urban £,0.0
Misc. non-combustible,Plasterboard,2,recycling bin,recycling site,urban ££,0.0
Misc. non-combustible,Plasterboard,2,recycling bin,recycling site,urban £££,0.0
Misc. non-combustible,Plasterboard,2,recycling bin,recycling site,rural £/££,0.0
Misc. non-combustible,Plasterboard,2,recycling bin,recycling site,rural £££,0.0
Misc. non-combustible,Other construction and demolition waste,1,grey bin,recycling site,urban £,0.0
Misc. non-combustible,Other construction and demolition waste,1,grey bin,recycling site,urban ££,0.002702702702702703
Misc. non-combustible,Other construction and demolition waste,1,grey bin,recycling site,urban £££,0.01276595744680851
Misc. non-combustible,Other construction and demolition waste,1,grey bin,recycling site,rural £/££,0.5076923076923077
Misc. non-combustible,Other construction and demolition waste,1,grey bin,recycling site,rural £££,0.060784313725490195
Misc. non-combustible,Other construction and demolition waste,1,recycling bin,recycling site,urban £,0.0
Misc. non-combustible,Other construction and demolition waste,1,recycling bin,recycling site,urban ££,0.0
Misc. non-combustible,Other construction and demolition waste,1,recycling bin,recycling site,urban £££,0.02127659574468085
Misc. non-combustible,Other construction and demolition waste,1,recycling bin,recycling site,rural £/££,0.0
Misc. non-combustible,Other construction and demolition waste,1,recycling bin,recycling site,rural £££,0.0
Misc. non-combustible,Other construction and demolition waste,2,grey bin,recycling site,urban £,0.09795918367346938
Misc. non-combustible,Other construction and demolition waste,2,grey bin,recycling site,urban ££,0.0
Misc. non-combustible,Other construction and demolition waste,2,grey bin,recycling site,urban £££,0.0
Misc. non-combustible,Other construction and demolition waste,2,grey bin,recycling site,rural £/££,0.22448979591836735
Misc. non-combustible,Other construction and demolition waste,2,grey bin,recycling site,rural £££,0.0
Misc. non-combustible,Other construction and demolition waste,2,recycling bin,recycling site,urban £,0.0
Misc. non-combustible,Other construction and demolition waste,2,recycling bin,recycling site,urban ££,0.0
Misc. non-combustible,Other construction and demolition waste,2,recycling bin,recycling site,urban £££,0.0
Misc. non-combustible,Other construction and demolition waste,2,recycling bin,recycling site,rural £/££,0.0
Misc. non-combustible,Other construction and demolition waste,2,recycling bin,recycling site,rural £££,0.0
Misc. non-combustible,Other non-combustible materials not otherwise specified,1,grey bin,grey bin,urban £,0.0
Misc. non-combustible,Other non-combustible materials not otherwise specified,1,grey bin,grey bin,urban ££,0.0
Misc. non-combustible,Other non-combustible materials not otherwise specified,1,grey bin,grey bin,urban £££,0.0
Misc. non-combustible,Other non-combustible materials not otherwise specified,1,grey bin,grey bin,rural £/££,0.0
Misc. non-combustible,Other non-combustible materials not otherwise specified,1,grey bin,grey bin,rural £££,0.0
Misc. non-combustible,Other non-combustible materials not otherwise specified,1,recycling bin,grey bin,urban £,0.0
Misc. non-combustible,Other non-combustible materials not otherwise specified,1,recycling bin,grey bin,urban ££,0.0
Misc. non-combustible,Other non-combustible materials not otherwise specified,1,recycling bin,grey bin,urban £££,0.0
Misc. non-combustible,Other non-combustible materials not otherwise specified,1,recycling bin,grey bin,rural £/££,0.0
Misc. non-combustible,Other non-combustible materials not otherwise specified,1,recycling bin,grey bin,rural £££,0.0
Misc. non-combustible,Other non-combustible materials not otherwise specified,2,grey bin,grey bin,urban £,0.0
Misc. non-combustible,Other non-combustible materials not otherwise specified,2,grey bin,grey bin,urban ££,0.0
Misc. non-combustible,Other non-combustible materials not otherwise specified,2,grey bin,grey bin,urban £££,0.0
Misc. non-combustible,Other non-combustible materials not otherwise specified,2,grey bin,grey bin,rural £/££,0.0
Misc. non-combustible,Other non-combustible materials not otherwise specified,2,grey bin,grey bin,rural £££,0.018367346938775512
Misc. non-combustible,Other non-combustible materials not otherwise specified,2,recycling bin,grey bin,urban £,0.0
Misc. non-combustible,Other non-combustible materials not otherwise specified,2,recycling bin,grey bin,urban ££,0.0
Misc. non-combustible,Other non-combustible materials not otherwise specified,2,recycling bin,grey bin,urban £££,0.0
Misc. non-combustible,Other non-combustible materials not otherwise specified,2,recycling bin,grey bin,rural £/££,0.0
Misc. non-combustible,Other non-combustible materials not otherwise specified,2,recycling bin,grey bin,rural £££,0.0
Hazardous wastes,Fire extinguishers,1,grey bin,grey bin,urban £,0.0
Hazardous wastes,Fire extinguishers,1,grey bin,grey bin,urban ££,0.0
Hazardous wastes,Fire extinguishers,1,grey bin,grey bin,urban £££,0.0
Hazardous wastes,Fire extinguishers,1,grey bin,grey bin,rural £/££,0.0
Hazardous wastes,Fire extinguishers,1,grey bin,grey bin,rural £££,0.0
Hazardous wastes,Fire extinguishers,1,recycling bin,grey bin,urban £,0.0
Hazardous wastes,Fire extinguishers,1,recycling bin,grey bin,urban ££,0.0
Hazardous wastes,Fire extinguishers,1,recycling bin,grey bin,urban £££,0.0
Hazardous wastes,Fire extinguishers,1,recycling bin,grey bin,rural £/££,0.0
Hazardous wastes,Fire extinguishers,1,recycling bin,grey bin,rural £££,0.0
Hazardous wastes,Fire extinguishers,2,grey bin,grey bin,urban £,0.0
Hazardous wastes,Fire extinguishers,2,grey bin,grey bin,urban ££,0.0
Hazardous wastes,Fire extinguishers,2,grey bin,grey bin,urban £££,0.0
Hazardous wastes,Fire extinguishers,2,grey bin,grey bin,rural £/££,0.0
Hazardous wastes,Fire extinguishers,2,grey bin,grey bin,rural £££,0.0
Hazardous wastes,Fire extinguishers,2,recycling bin,grey bin,urban £,0.0
Hazardous wastes,Fire extinguishers,2,recycling bin,grey bin,urban ££,0.0
Hazardous wastes,Fire extinguishers,2,recycling bin,grey bin,urban £££,0.0
Hazardous wastes,Fire extinguishers,2,recycling bin,grey bin,rural £/££,0.0
Hazardous wastes,Fire extinguishers,2,recycling bin,grey bin,rural £££,0.0
Hazardous wastes,Gas bottles,1,grey bin,recycling site,urban £,0.0
Hazardous wastes,Gas bottles,1,grey bin,recycling site,urban ££,0.0
Hazardous wastes,Gas bottles,1,grey bin,recycling site,urban £££,0.0
Hazardous wastes,Gas bottles,1,grey bin,recycling site,rural £/££,0.0
Hazardous wastes,Gas bottles,1,grey bin,recycling site,rural £££,0.0
Hazardous wastes,Gas bottles,1,recycling bin,recycling site,urban £,0.0
Hazardous wastes,Gas bottles,1,recycling bin,recycling site,urban ££,0.0
Hazardous wastes,Gas bottles,1,recycling bin,recycling site,urban £££,0.0
Hazardous wastes,Gas bottles,1,recycling bin,recycling site,rural £/££,0.0
Hazardous wastes,Gas bottles,1,recycling bin,recycling site,rural £££,0.0
Hazardous wastes,Gas bottles,2,grey bin,recycling site,urban £,0.0653061224489796
Hazardous wastes,Gas bottles,2,grey bin,recycling site,urban ££,0.0
Hazardous wastes,Gas bottles,2,grey bin,recycling site,urban £££,0.0
Hazardous wastes,Gas bottles,2,grey bin,recycling site,rural £/££,0.0
Hazardous wastes,Gas bottles,2,grey bin,recycling site,rural £££,0.0
Hazardous wastes,Gas bottles,2,recycling bin,recycling site,urban £,0.0
Hazardous wastes,Gas bottles,2,recycling bin,recycling site,urban ££,0.0
Hazardous wastes,Gas bottles,2,recycling bin,recycling site,urban £££,0.0
Hazardous wastes,Gas bottles,2,recycling bin,recycling site,rural £/££,0.0
Hazardous wastes,Gas bottles,2,recycling bin,recycling site,rural £££,0.0
Hazardous wastes,Ink & toner cartridges,1,grey bin,grey bin,urban £,0.002
Hazardous wastes,Ink & toner cartridges,1,grey bin,grey bin,urban ££,0.0
Hazardous wastes,Ink & toner cartridges,1,grey bin,grey bin,urban £££,0.002127659574468085
Hazardous wastes,Ink & toner cartridges,1,grey bin,grey bin,rural £/££,0.0
Hazardous wastes,Ink & toner cartridges,1,grey bin,grey bin,rural £££,0.00196078431372549
Hazardous wastes,Ink & toner cartridges,1,recycling bin,grey bin,urban £,0.0
Hazardous wastes,Ink & toner cartridges,1,recycling bin,grey bin,urban ££,0.0
Hazardous wastes,Ink & toner cartridges,1,recycling bin,grey bin,urban £££,0.0
Hazardous wastes,Ink & toner cartridges,1,recycling bin,grey bin,rural £/££,0.0
Hazardous wastes,Ink & toner cartridges,1,recycling bin,grey bin,rural £££,0.0
Hazardous wastes,Ink & toner cartridges,2,grey bin,grey bin,urban £,0.0
Hazardous wastes,Ink & toner cartridges,2,grey bin,grey bin,urban ££,0.0
Hazardous wastes,Ink & toner cartridges,2,grey bin,grey bin,urban £££,0.0
Hazardous wastes,Ink & toner cartridges,2,grey bin,grey bin,rural £/££,0.0
Hazardous wastes,Ink & toner cartridges,2,grey bin,grey bin,rural £££,0.0
Hazardous wastes,Ink & toner cartridges,2,recycling bin,grey bin,urban £,0.0
Hazardous wastes,Ink & toner cartridges,2,recycling bin,grey bin,urban ££,0.0
Hazardous wastes,Ink & toner cartridges,2,recycling bin,grey bin,urban £££,0.0
Hazardous wastes,Ink & toner cartridges,2,recycling bin,grey bin,rural £/££,0.0
Hazardous wastes,Ink & toner cartridges,2,recycling bin,grey bin,rural £££,0.0
Hazardous wastes,Paint,1,grey bin,grey bin,urban £,0.07
Hazardous wastes,Paint,1,grey bin,grey bin,urban ££,0.04054054054054054
Hazardous wastes,Paint,1,grey bin,grey bin,urban £££,0.02340425531914894
Hazardous wastes,Paint,1,grey bin,grey bin,rural £/££,0.0
Hazardous wastes,Paint,1,grey bin,grey bin,rural £££,0.07254901960784314
Hazardous wastes,Paint,1,recycling bin,grey bin,urban £,0.0
Hazardous wastes,Paint,1,recycling bin,grey bin,urban ££,0.0
Hazardous wastes,Paint,1,recycling bin,grey bin,urban £££,0.0
Hazardous wastes,Paint,1,recycling bin,grey bin,rural £/££,0.0
Hazardous wastes,Paint,1,recycling bin,grey bin,rural £££,0.0
Hazardous wastes,Paint,2,grey bin,grey bin,urban £,0.07551020408163266
Hazardous wastes,Paint,2,grey bin,grey bin,urban ££,0.007894736842105263
Hazardous wastes,Paint,2,grey bin,grey bin,urban £££,0.0
Hazardous wastes,Paint,2,grey bin,grey bin,rural £/££,0.04285714285714286
Hazardous wastes,Paint,2,grey bin,grey bin,rural £££,0.014285714285714285
Hazardous wastes,Paint,2,recycling bin,grey bin,urban £,0.0
Hazardous wastes,Paint,2,recycling bin,grey bin,urban ££,0.0
Hazardous wastes,Paint,2,recycling bin,grey bin,urban £££,0.0
Hazardous wastes,Paint,2,recycling bin,grey bin,rural £/££,0.0
Hazardous wastes,Paint,2,recycling bin,grey bin,rural £££,0.0
Hazardous wastes,"Pesticides, varnish, inks and other chemcicals",1,grey bin,grey bin,urban £,0.006
Hazardous wastes,"Pesticides, varnish, inks and other chemcicals",1,grey bin,grey bin,urban ££,0.0
Hazardous wastes,"Pesticides, varnish, inks and other chemcicals",1,grey bin,grey bin,urban £££,0.00425531914893617
Hazardous wastes,"Pesticides, varnish, inks and other chemcicals",1,grey bin,grey bin,rural £/££,0.0
Hazardous wastes,"Pesticides, varnish, inks and other chemcicals",1,grey bin,grey bin,rural £££,0.0
Hazardous wastes,"Pesticides, varnish, inks and other chemcicals",1,recycling bin,grey bin,urban £,0.0
Hazardous wastes,"Pesticides, varnish, inks and other chemcicals",1,recycling bin,grey bin,urban ££,0.0
Hazardous wastes,"Pesticides, varnish, inks and other chemcicals",1,recycling bin,grey bin,urban £££,0.0
Hazardous wastes,"Pesticides, varnish, inks and other chemcicals",1,recycling bin,grey bin,rural £/££,0.0
Hazardous wastes,"Pesticides, varnish, inks and other chemcicals",1,recycling bin,grey bin,rural £££,0.0
Hazardous wastes,"Pesticides, varnish, inks and other chemcicals",2,grey bin,grey bin,urban £,0.0
Hazardous wastes,"Pesticides, varnish, inks and other chemcicals",2,grey bin,grey bin,urban ££,0.0
Hazardous wastes,"Pesticides, varnish, inks and other chemcicals",2,grey bin,grey bin,urban £££,0.0
Hazardous wastes,"Pesticides, varnish, inks and other chemcicals",2,grey bin,grey bin,rural £/££,0.0
Hazardous wastes,"Pesticides, varnish, inks and other chemcicals",2,grey bin,grey bin,rural £££,0.0
Hazardous wastes,"Pesticides, varnish, inks and other chemcicals",2,recycling bin,grey bin,urban £,0.0
Hazardous wastes,"Pesticides, varnish, inks and other chemcicals",2,recycling bin,grey bin,urban ££,0.0
Hazardous wastes,"Pesticides, varnish, inks and other chemcicals",2,recycling bin,grey bin,urban £££,0.0
Hazardous wastes,"Pesticides, varnish, inks and other chemcicals",2,recycling bin,grey bin,rural £/££,0.0
Hazardous wastes,"Pesticides, varnish, inks and other chemcicals",2,recycling bin,grey bin,rural £££,0.0
Hazardous wastes,WEEE - Fluorescent tubes and other light bulbs,1,grey bin,recycling site,urban £,0.004
Hazardous wastes,WEEE - Fluorescent tubes and other light bulbs,1,grey bin,recycling site,urban ££,0.010810810810810811
Hazardous wastes,WEEE - Fluorescent tubes and other light bulbs,1,grey bin,recycling site,urban £££,0.002127659574468085
Hazardous wastes,WEEE - Fluorescent tubes and other light bulbs,1,grey bin,recycling site,rural £/££,0.0019230769230769232
Hazardous wastes,WEEE - Fluorescent tubes and other light bulbs,1,grey bin,recycling site,rural £££,0.00196078431372549
Hazardous wastes,WEEE - Fluorescent tubes and other light bulbs,1,recycling bin,recycling site,urban £,0.0
Hazardous wastes,WEEE - Fluorescent tubes and other light bulbs,1,recycling bin,recycling site,urban ££,0.0
Hazardous wastes,WEEE - Fluorescent tubes and other light bulbs,1,recycling bin,recycling site,urban £££,0.0
Hazardous wastes,WEEE - Fluorescent tubes and other light bulbs,1,recycling bin,recycling site,rural £/££,0.0
Hazardous wastes,WEEE - Fluorescent tubes and other light bulbs,1,recycling bin,recycling site,rural £££,0.0
Hazardous wastes,WEEE - Fluorescent tubes and other light bulbs,2,grey bin,recycling site,urban £,0.01020408163265306
Hazardous wastes,WEEE - Fluorescent tubes and other light bulbs,2,grey bin,recycling site,urban ££,0.0
Hazardous wastes,WEEE - Fluorescent tubes and other light bulbs,2,grey bin,recycling site,urban £££,0.004
Hazardous wastes,WEEE - Fluorescent tubes and other light bulbs,2,grey bin,recycling site,rural £/££,0.0020408163265306124
Hazardous wastes,WEEE - Fluorescent tubes and other light bulbs,2,grey bin,recycling site,rural £££,0.022551020408163265
Hazardous wastes,WEEE - Fluorescent tubes and other light bulbs,2,recycling bin,recycling site,urban £,0.0
Hazardous wastes,WEEE - Fluorescent tubes and other light bulbs,2,recycling bin,recycling site,urban ££,0.0
Hazardous wastes,WEEE - Fluorescent tubes and other light bulbs,2,recycling bin,recycling site,urban £££,0.0
Hazardous wastes,WEEE - Fluorescent tubes and other light bulbs,2,recycling bin,recycling site,rural £/££,0.0
Hazardous wastes,WEEE - Fluorescent tubes and other light bulbs,2,recycling bin,recycling site,rural £££,0.0
Hazardous wastes,Mineral Oil,1,grey bin,recycling site,urban £,0.018000000000000002
Hazardous wastes,Mineral Oil,1,grey bin,recycling site,urban ££,0.0
Hazardous wastes,Mineral Oil,1,grey bin,recycling site,urban £££,0.0
Hazardous wastes,Mineral Oil,1,grey bin,recycling site,rural £/££,0.0
Hazardous wastes,Mineral Oil,1,grey bin,recycling site,rural £££,0.0
Hazardous wastes,Mineral Oil,1,recycling bin,recycling site,urban £,0.0
Hazardous wastes,Mineral Oil,1,recycling bin,recycling site,urban ££,0.0
Hazardous wastes,Mineral Oil,1,recycling bin,recycling site,urban £££,0.0
Hazardous wastes,Mineral Oil,1,recycling bin,recycling site,rural £/££,0.0
Hazardous wastes,Mineral Oil,1,recycling bin,recycling site,rural £££,0.0
Hazardous wastes,Mineral Oil,2,grey bin,recycling site,urban £,0.0
Hazardous wastes,Mineral Oil,2,grey bin,recycling site,urban ££,0.0
