material-L1,material-L2,phase,stream,idealStream,stratum,kgPerHhPerWk
Metal - ferrous and non-ferrous,Aluminium packaging,2,grey bin,recycling site,rural £/££,0.04081632653061224
Metal - ferrous and non-ferrous,Aluminium packaging,2,grey bin,recycling site,rural £££,0.12244897959183673
Metal - ferrous and non-ferrous,Aluminium packaging,2,recycling bin,recycling site,urban £,0.0020408163265306124
Metal - ferrous and non-ferrous,Aluminium packaging,2,recycling bin,recycling site,urban ££,0.002631578947368421
Metal - ferrous and non-ferrous,Aluminium packaging,2,recycling bin,recycling site,urban £££,0.006
Metal - ferrous and non-ferrous,Aluminium packaging,2,recycling bin,recycling site,rural £/££,0.0020408163265306124
Metal - ferrous and non-ferrous,Aluminium packaging,2,recycling bin,recycling site,rural £££,0.004081632653061225
Metal - ferrous and non-ferrous,Other Scrap metal,1,grey bin,recycling site,urban £,0.11800000000000001
Metal - ferrous and non-ferrous,Other Scrap metal,1,grey bin,recycling site,urban ££,0.04054054054054054
Metal - ferrous and non-ferrous,Other Scrap metal,1,grey bin,recycling site,urban £££,0.0702127659574468
Metal - ferrous and non-ferrous,Other Scrap metal,1,grey bin,recycling site,rural £/££,0.05384615384615384
Metal - ferrous and non-ferrous,Other Scrap metal,1,grey bin,recycling site,rural £££,0.054901960784313725
Metal - ferrous and non-ferrous,Other Scrap metal,1,recycling bin,recycling site,urban £,0.0
Metal - ferrous and non-ferrous,Other Scrap metal,1,recycling bin,recycling site,urban ££,0.0
Metal - ferrous and non-ferrous,Other Scrap metal,1,recycling bin,recycling site,urban £££,0.0
Metal - ferrous and non-ferrous,Other Scrap metal,1,recycling bin,recycling site,rural £/££,0.01346153846153846
Metal - ferrous and non-ferrous,Other Scrap metal,1,recycling bin,recycling site,rural £££,0.0
Metal - ferrous and non-ferrous,Other Scrap metal,2,grey bin,recycling site,urban £,0.16326530612244897
Metal - ferrous and non-ferrous,Other Scrap metal,2,grey bin,recycling site,urban ££,0.05263157894736842
Metal - ferrous and non-ferrous,Other Scrap metal,2,grey bin,recycling site,urban £££,0.048
Metal - ferrous and non-ferrous,Other Scrap metal,2,grey bin,recycling site,rural £/££,0.05306122448979592
Metal - ferrous and non-ferrous,Other Scrap metal,2,grey bin,recycling site,rural £££,0.10612244897959185
Metal - ferrous and non-ferrous,Other Scrap metal,2,recycling bin,recycling site,urban £,0.0
Metal - ferrous and non-ferrous,Other Scrap metal,2,recycling bin,recycling site,urban ££,0.0
Metal - ferrous and non-ferrous,Other Scrap metal,2,recycling bin,recycling site,urban £££,0.01
Metal - ferrous and non-ferrous,Other Scrap metal,2,recycling bin,recycling site,rural £/££,0.0
Metal - ferrous and non-ferrous,Other Scrap metal,2,recycling bin,recycling site,rural £££,0.0
Metal - ferrous and non-ferrous,Aerosols  - Aluminium,1,grey bin,recycling bin,urban £,0.022000000000000002
Metal - ferrous and non-ferrous,Aerosols  - Aluminium,1,grey bin,recycling bin,urban ££,0.018918918918918916
Metal - ferrous and non-ferrous,Aerosols  - Aluminium,1,grey bin,recycling bin,urban £££,0.014893617021276595
Metal - ferrous and non-ferrous,Aerosols  - Aluminium,1,grey bin,recycling bin,rural £/££,0.023076923076923075
Metal - ferrous and non-ferrous,Aerosols  - Aluminium,1,grey bin,recycling bin,rural £££,0.023529411764705882
Metal - ferrous and non-ferrous,Aerosols  - Aluminium,1,recycling bin,recycling bin,urban £,0.006
Metal - ferrous and non-ferrous,Aerosols  - Aluminium,1,recycling bin,recycling bin,urban ££,0.0
Metal - ferrous and non-ferrous,Aerosols  - Aluminium,1,recycling bin,recycling bin,urban £££,0.002127659574468085
Metal - ferrous and non-ferrous,Aerosols  - Aluminium,1,recycling bin,recycling bin,rural £/££,0.004807692307692308
Metal - ferrous and non-ferrous,Aerosols  - Aluminium,1,recycling bin,recycling bin,rural £££,0.0
Metal - ferrous and non-ferrous,Aerosols  - Aluminium,2,grey bin,recycling bin,urban £,0.046938775510204075
Metal - ferrous and non-ferrous,Aerosols  - Aluminium,2,grey bin,recycling bin,urban ££,0.021052631578947368
Metal - ferrous and non-ferrous,Aerosols  - Aluminium,2,grey bin,recycling bin,urban £££,0.048
Metal - ferrous and non-ferrous,Aerosols  - Aluminium,2,grey bin,recycling bin,rural £/££,0.022448979591836737
Metal - ferrous and non-ferrous,Aerosols  - Aluminium,2,grey bin,recycling bin,rural £££,0.0326530612244898
Metal - ferrous and non-ferrous,Aerosols  - Aluminium,2,recycling bin,recycling bin,urban £,0.012244897959183673
Metal - ferrous and non-ferrous,Aerosols  - Aluminium,2,recycling bin,recycling bin,urban ££,0.010526315789473684
Metal - ferrous and non-ferrous,Aerosols  - Aluminium,2,recycling bin,recycling bin,urban £££,0.002
Metal - ferrous and non-ferrous,Aerosols  - Aluminium,2,recycling bin,recycling bin,rural £/££,0.012244897959183673
Metal - ferrous and non-ferrous,Aerosols  - Aluminium,2,recycling bin,recycling bin,rural £££,0.004081632653061225
Metal - ferrous and non-ferrous,Aerosols - steel,1,grey bin,recycling bin,urban £,0.002
Metal - ferrous and non-ferrous,Aerosols - steel,1,grey bin,recycling bin,urban ££,0.0
Metal - ferrous and non-ferrous,Aerosols - steel,1,grey bin,recycling bin,urban £££,0.0
Metal - ferrous and non-ferrous,Aerosols - steel,1,grey bin,recycling bin,rural £/££,0.0
Metal - ferrous and non-ferrous,Aerosols - steel,1,grey bin,recycling bin,rural £££,0.00392156862745098
Metal - ferrous and non-ferrous,Aerosols - steel,1,recycling bin,recycling bin,urban £,0.0
Metal - ferrous and non-ferrous,Aerosols - steel,1,recycling bin,recycling bin,urban ££,0.0
Metal - ferrous and non-ferrous,Aerosols - steel,1,recycling bin,recycling bin,urban £££,0.0
Metal - ferrous and non-ferrous,Aerosols - steel,1,recycling bin,recycling bin,rural £/££,0.0
Metal - ferrous and non-ferrous,Aerosols - steel,1,recycling bin,recycling bin,rural £££,0.00784313725490196
Metal - ferrous and non-ferrous,Aerosols - steel,2,grey bin,recycling bin,urban £,0.0
Metal - ferrous and non-ferrous,Aerosols - steel,2,grey bin,recycling bin,urban ££,0.0
Metal - ferrous and non-ferrous,Aerosols - steel,2,grey bin,recycling bin,urban £££,0.0
Metal - ferrous and non-ferrous,Aerosols - steel,2,grey bin,recycling bin,rural £/££,0.0
Metal - ferrous and non-ferrous,Aerosols - steel,2,grey bin,recycling bin,rural £££,0.0
Metal - ferrous and non-ferrous,Aerosols - steel,2,recycling bin,recycling bin,urban £,0.08775510204081632
Metal - ferrous and non-ferrous,Aerosols - steel,2,recycling bin,recycling bin,urban ££,0.005263157894736842
Metal - ferrous and non-ferrous,Aerosols - steel,2,recycling bin,recycling bin,urban £££,0.002
Metal - ferrous and non-ferrous,Aerosols - steel,2,recycling bin,recycling bin,rural £/££,0.0
Metal - ferrous and non-ferrous,Aerosols - steel,2,recycling bin,recycling bin,rural £££,0.0
Plastic bottles,HDPE drink bottles,1,grey bin,recycling bin,urban £,0.044000000000000004
Plastic bottles,HDPE drink bottles,1,grey bin,recycling bin,urban ££,0.032432432432432434
Plastic bottles,HDPE drink bottles,1,grey bin,recycling bin,urban £££,0.02127659574468085
Plastic bottles,HDPE drink bottles,1,grey bin,recycling bin,rural £/££,0.055769230769230765
Plastic bottles,HDPE drink bottles,1,grey bin,recycling bin,rural £££,0.06666666666666667
Plastic bottles,HDPE drink bottles,1,recycling bin,recycling bin,urban £,0.106
Plastic bottles,HDPE drink bottles,1,recycling bin,recycling bin,urban ££,0.06216216216216216
Plastic bottles,HDPE drink bottles,1,recycling bin,recycling bin,urban £££,0.07234042553191489
Plastic bottles,HDPE drink bottles,1,recycling bin,recycling bin,rural £/££,0.06538461538461539
Plastic bottles,HDPE drink bottles,1,recycling bin,recycling bin,rural £££,0.08823529411764706
Plastic bottles,HDPE drink bottles,2,grey bin,recycling bin,urban £,0.014285714285714285
Plastic bottles,HDPE drink bottles,2,grey bin,recycling bin,urban ££,0.02368421052631579
Plastic bottles,HDPE drink bottles,2,grey bin,recycling bin,urban £££,0.02
Plastic bottles,HDPE drink bottles,2,grey bin,recycling bin,rural £/££,0.02653061224489796
Plastic bottles,HDPE drink bottles,2,grey bin,recycling bin,rural £££,0.02857142857142857
Plastic bottles,HDPE drink bottles,2,recycling bin,recycling bin,urban £,0.08163265306122448
Plastic bottles,HDPE drink bottles,2,recycling bin,recycling bin,urban ££,0.05526315789473685
Plastic bottles,HDPE drink bottles,2,recycling bin,recycling bin,urban £££,0.06
Plastic bottles,HDPE drink bottles,2,recycling bin,recycling bin,rural £/££,0.06938775510204082
Plastic bottles,HDPE drink bottles,2,recycling bin,recycling bin,rural £££,0.08367346938775509
Plastic bottles,PET drink bottles,1,grey bin,recycling bin,urban £,0.134
Plastic bottles,PET drink bottles,1,grey bin,recycling bin,urban ££,0.07837837837837838
Plastic bottles,PET drink bottles,1,grey bin,recycling bin,urban £££,0.031914893617021274
Plastic bottles,PET drink bottles,1,grey bin,recycling bin,rural £/££,0.11346153846153847
Plastic bottles,PET drink bottles,1,grey bin,recycling bin,rural £££,0.07058823529411765
Plastic bottles,PET drink bottles,1,recycling bin,recycling bin,urban £,0.168
Plastic bottles,PET drink bottles,1,recycling bin,recycling bin,urban ££,0.06756756756756757
Plastic bottles,PET drink bottles,1,recycling bin,recycling bin,urban £££,0.0425531914893617
Plastic bottles,PET drink bottles,1,recycling bin,recycling bin,rural £/££,0.1346153846153846
Plastic bottles,PET drink bottles,1,recycling bin,recycling bin,rural £££,0.08431372549019607
Plastic bottles,PET drink bottles,2,grey bin,recycling bin,urban £,0.1183673469387755
Plastic bottles,PET drink bottles,2,grey bin,recycling bin,urban ££,0.12105263157894736
Plastic bottles,PET drink bottles,2,grey bin,recycling bin,urban £££,0.032
Plastic bottles,PET drink bottles,2,grey bin,recycling bin,rural £/££,0.16530612244897958
Plastic bottles,PET drink bottles,2,grey bin,recycling bin,rural £££,0.08163265306122448
Plastic bottles,PET drink bottles,2,recycling bin,recycling bin,urban £,0.13265306122448978
Plastic bottles,PET drink bottles,2,recycling bin,recycling bin,urban ££,0.12894736842105264
Plastic bottles,PET drink bottles,2,recycling bin,recycling bin,urban £££,0.068
Plastic bottles,PET drink bottles,2,recycling bin,recycling bin,rural £/££,0.10612244897959182
Plastic bottles,PET drink bottles,2,recycling bin,recycling bin,rural £££,0.08775510204081632
Plastic bottles,Other plastic bottles,1,grey bin,recycling bin,urban £,0.042
Plastic bottles,Other plastic bottles,1,grey bin,recycling bin,urban ££,0.11351351351351352
Plastic bottles,Other plastic bottles,1,grey bin,recycling bin,urban £££,0.05106382978723404
Plastic bottles,Other plastic bottles,1,grey bin,recycling bin,rural £/££,0.06346153846153846
Plastic bottles,Other plastic bottles,1,grey bin,recycling bin,rural £££,0.03137254901960784
Plastic bottles,Other plastic bottles,1,recycling bin,recycling bin,urban £,0.048
Plastic bottles,Other plastic bottles,1,recycling bin,recycling bin,urban ££,0.021621621621621623
Plastic bottles,Other plastic bottles,1,recycling bin,recycling bin,urban £££,0.05106382978723404
Plastic bottles,Other plastic bottles,1,recycling bin,recycling bin,rural £/££,0.044230769230769226
Plastic bottles,Other plastic bottles,1,recycling bin,recycling bin,rural £££,0.050980392156862744
Plastic bottles,Other plastic bottles,2,grey bin,recycling bin,urban £,0.1326530612244898
Plastic bottles,Other plastic bottles,2,grey bin,recycling bin,urban ££,0.09736842105263159
Plastic bottles,Other plastic bottles,2,grey bin,recycling bin,urban £££,0.07200000000000001
Plastic bottles,Other plastic bottles,2,grey bin,recycling bin,rural £/££,0.04489795918367347
Plastic bottles,Other plastic bottles,2,grey bin,recycling bin,rural £££,0.10204081632653061
Plastic bottles,Other plastic bottles,2,recycling bin,recycling bin,urban £,0.05918367346938775
Plastic bottles,Other plastic bottles,2,recycling bin,recycling bin,urban ££,0.06052631578947368
Plastic bottles,Other plastic bottles,2,recycling bin,recycling bin,urban £££,0.07
Plastic bottles,Other plastic bottles,2,recycling bin,recycling bin,rural £/££,0.0653061224489796
Plastic bottles,Other plastic bottles,2,recycling bin,recycling bin,rural £££,0.05510204081632653
Dense plastic,Dense plastic packaging exc. EPS,1,grey bin,recycling bin,urban £,0.28800000000000003
Dense plastic,Dense plastic packaging exc. EPS,1,grey bin,recycling bin,urban ££,0.3108108108108108
Dense plastic,Dense plastic packaging exc. EPS,1,grey bin,recycling bin,urban £££,0.27872340425531916
Dense plastic,Dense plastic packaging exc. EPS,1,grey bin,recycling bin,rural £/££,0.17307692307692307
Dense plastic,Dense plastic packaging exc. EPS,1,grey bin,recycling bin,rural £££,0.41372549019607846
Dense plastic,Dense plastic packaging exc. EPS,1,recycling bin,recycling bin,urban £,0.11199999999999999
Dense plastic,Dense plastic packaging exc. EPS,1,recycling bin,recycling bin,urban ££,0.024324324324324326
Dense plastic,Dense plastic packaging exc. EPS,1,recycling bin,recycling bin,urban £££,0.0702127659574468
Dense plastic,Dense plastic packaging exc. EPS,1,recycling bin,recycling bin,rural £/££,0.05
Dense plastic,Dense plastic packaging exc. EPS,1,recycling bin,recycling bin,rural £££,0.08235294117647059
Dense plastic,Dense plastic packaging exc. EPS,2,grey bin,recycling bin,urban £,0.26326530612244897
Dense plastic,Dense plastic packaging exc. EPS,2,grey bin,recycling bin,urban ££,0.3
Dense plastic,Dense plastic packaging exc. EPS,2,grey bin,recycling bin,urban £££,0.214
Dense plastic,Dense plastic packaging exc. EPS,2,grey bin,recycling bin,rural £/££,0.2183673469387755
Dense plastic,Dense plastic packaging exc. EPS,2,grey bin,recycling bin,rural £££,0.4244897959183673
Dense plastic,Dense plastic packaging exc. EPS,2,recycling bin,recycling bin,urban £,0.10408163265306122
Dense plastic,Dense plastic packaging exc. EPS,2,recycling bin,recycling bin,urban ££,0.09736842105263159
Dense plastic,Dense plastic packaging exc. EPS,2,recycling bin,recycling bin,urban £££,0.055999999999999994
Dense plastic,Dense plastic packaging exc. EPS,2,recycling bin,recycling bin,rural £/££,0.08775510204081634
Dense plastic,Dense plastic packaging exc. EPS,2,recycling bin,recycling bin,rural £££,0.06326530612244897
Dense plastic,Expanded polystyrene packaging,1,grey bin,grey bin,urban £,0.04
Dense plastic,Expanded polystyrene packaging,1,grey bin,grey bin,urban ££,0.005405405405405406
Dense plastic,Expanded polystyrene packaging,1,grey bin,grey bin,urban £££,0.02553191489361702
Dense plastic,Expanded polystyrene packaging,1,grey bin,grey bin,rural £/££,0.009615384615384616
Dense plastic,Expanded polystyrene packaging,1,grey bin,grey bin,rural £££,0.0
Dense plastic,Expanded polystyrene packaging,1,recycling bin,grey bin,urban £,0.008
Dense plastic,Expanded polystyrene packaging,1,recycling bin,grey bin,urban ££,0.0
Dense plastic,Expanded polystyrene packaging,1,recycling bin,grey bin,urban £££,0.01276595744680851
Dense plastic,Expanded polystyrene packaging,1,recycling bin,grey bin,rural £/££,0.0019230769230769232
Dense plastic,Expanded polystyrene packaging,1,recycling bin,grey bin,rural £££,0.00392156862745098
Dense plastic,Expanded polystyrene packaging,2,grey bin,grey bin,urban £,0.022448979591836737
Dense plastic,Expanded polystyrene packaging,2,grey bin,grey bin,urban ££,0.02631578947368421
Dense plastic,Expanded polystyrene packaging,2,grey bin,grey bin,urban £££,0.02
Dense plastic,Expanded polystyrene packaging,2,grey bin,grey bin,rural £/££,0.006122448979591836
Dense plastic,Expanded polystyrene packaging,2,grey bin,grey bin,rural £££,0.08367346938775509
Dense plastic,Expanded polystyrene packaging,2,recycling bin,grey bin,urban £,0.0020408163265306124
Dense plastic,Expanded polystyrene packaging,2,recycling bin,grey bin,urban ££,0.005263157894736842
Dense plastic,Expanded polystyrene packaging,2,recycling bin,grey bin,urban £££,0.002
Dense plastic,Expanded polystyrene packaging,2,recycling bin,grey bin,rural £/££,0.0020408163265306124
Dense plastic,Expanded polystyrene packaging,2,recycling bin,grey bin,rural £££,0.004081632653061225
Dense plastic,"Video tapes, DVDs and CDs",1,grey bin,grey bin,urban £,0.013999999999999999
Dense plastic,"Video tapes, DVDs and CDs",1,grey bin,grey bin,urban ££,0.0
Dense plastic,"Video tapes, DVDs and CDs",1,grey bin,grey bin,urban £££,0.006382978723404255
Dense plastic,"Video tapes, DVDs and CDs",1,grey bin,grey bin,rural £/££,0.03461538461538462
Dense plastic,"Video tapes, DVDs and CDs",1,grey bin,grey bin,rural £££,0.00196078431372549
Dense plastic,"Video tapes, DVDs and CDs",1,recycling bin,grey bin,urban £,0.0
Dense plastic,"Video tapes, DVDs and CDs",1,recycling bin,grey bin,urban ££,0.0
Dense plastic,"Video tapes, DVDs and CDs",1,recycling bin,grey bin,urban £££,0.0
Dense plastic,"Video tapes, DVDs and CDs",1,recycling bin,grey bin,rural £/££,0.0
Dense plastic,"Video tapes, DVDs and CDs",1,recycling bin,grey bin,rural £££,0.0
Dense plastic,"Video tapes, DVDs and CDs",2,grey bin,grey bin,urban £,0.012244897959183673
Dense plastic,"Video tapes, DVDs and CDs",2,grey bin,grey bin,urban ££,0.039473684210526314
Dense plastic,"Video tapes, DVDs and CDs",2,grey bin,grey bin,urban £££,0.01
Dense plastic,"Video tapes, DVDs and CDs",2,grey bin,grey bin,rural £/££,0.036734693877551024
Dense plastic,"Video tapes, DVDs and CDs",2,grey bin,grey bin,rural £££,0.0
Dense plastic,"Video tapes, DVDs and CDs",2,recycling bin,grey bin,urban £,0.012244897959183673
Dense plastic,"Video tapes, DVDs and CDs",2,recycling bin,grey bin,urban ££,0.0
Dense plastic,"Video tapes, DVDs and CDs",2,recycling bin,grey bin,urban £££,0.0
Dense plastic,"Video tapes, DVDs and CDs",2,recycling bin,grey bin,rural £/££,0.006122448979591836
Dense plastic,"Video tapes, DVDs and CDs",2,recycling bin,grey bin,rural £££,0.004081632653061225
Dense plastic,Other dense plastic - non-packaging,1,grey bin,grey bin,urban £,0.09
Dense plastic,Other dense plastic - non-packaging,1,grey bin,grey bin,urban ££,0.024324324324324326
Dense plastic,Other dense plastic - non-packaging,1,grey bin,grey bin,urban £££,0.11063829787234043
Dense plastic,Other dense plastic - non-packaging,1,grey bin,grey bin,rural £/££,0.05384615384615384
Dense plastic,Other dense plastic - non-packaging,1,grey bin,grey bin,rural £££,0.07450980392156863
Dense plastic,Other dense plastic - non-packaging,1,recycling bin,grey bin,urban £,0.01
Dense plastic,Other dense plastic - non-packaging,1,recycling bin,grey bin,urban ££,0.0
Dense plastic,Other dense plastic - non-packaging,1,recycling bin,grey bin,urban £££,0.06382978723404255
Dense plastic,Other dense plastic - non-packaging,1,recycling bin,grey bin,rural £/££,0.025
Dense plastic,Other dense plastic - non-packaging,1,recycling bin,grey bin,rural £££,0.00392156862745098
Dense plastic,Other dense plastic - non-packaging,2,grey bin,grey bin,urban £,0.3
Dense plastic,Other dense plastic - non-packaging,2,grey bin,grey bin,urban ££,0.013157894736842105
Dense plastic,Other dense plastic - non-packaging,2,grey bin,grey bin,urban £££,0.168
Dense plastic,Other dense plastic - non-packaging,2,grey bin,grey bin,rural £/££,0.11224489795918367
Dense plastic,Other dense plastic - non-packaging,2,grey bin,grey bin,rural £££,0.15306122448979592
Dense plastic,Other dense plastic - non-packaging,2,recycling bin,grey bin,urban £,0.018367346938775512
Dense plastic,Other dense plastic - non-packaging,2,recycling bin,grey bin,urban ££,0.015789473684210527
Dense plastic,Other dense plastic - non-packaging,2,recycling bin,grey bin,urban £££,0.013999999999999999
Dense plastic,Other dense plastic - non-packaging,2,recycling bin,grey bin,rural £/££,0.012244897959183673
Dense plastic,Other dense plastic - non-packaging,2,recycling bin,grey bin,rural £££,0.004081632653061225
Plastic film,Carrier Bags,1,grey bin,recycling site,urban £,0.11199999999999999
Plastic film,Carrier Bags,1,grey bin,recycling site,urban ££,0.14054054054054055
Plastic film,Carrier Bags,1,grey bin,recycling site,urban £££,0.08723404255319148
Plastic film,Carrier Bags,1,grey bin,recycling site,rural £/££,0.13653846153846153
Plastic film,Carrier Bags,1,grey bin,recycling site,rural £££,0.11372549019607843
Plastic film,Carrier Bags,1,recycling bin,recycling site,urban £,0.012
Plastic film,Carrier Bags,1,recycling bin,recycling site,urban ££,0.005405405405405406
Plastic film,Carrier Bags,1,recycling bin,recycling site,urban £££,0.00851063829787234
Plastic film,Carrier Bags,1,recycling bin,recycling site,rural £/££,0.005769230769230769
Plastic film,Carrier Bags,1,recycling bin,recycling site,rural £££,0.00392156862745098
Plastic film,Carrier Bags,2,grey bin,recycling site,urban £,0.12857142857142856
Plastic film,Carrier Bags,2,grey bin,recycling site,urban ££,0.12631578947368424
Plastic film,Carrier Bags,2,grey bin,recycling site,urban £££,0.21
Plastic film,Carrier Bags,2,grey bin,recycling site,rural £/££,0.046938775510204075
Plastic film,Carrier Bags,2,grey bin,recycling site,rural £££,0.19795918367346937
Plastic film,Carrier Bags,2,recycling bin,recycling site,urban £,0.012244897959183673
Plastic film,Carrier Bags,2,recycling bin,recycling site,urban ££,0.007894736842105263
Plastic film,Carrier Bags,2,recycling bin,recycling site,urban £££,0.004
Plastic film,Carrier Bags,2,recycling bin,recycling site,rural £/££,0.018367346938775512
Plastic film,Carrier Bags,2,recycling bin,recycling site,rural £££,0.0163265306122449
Plastic film,Bin Bags,1,grey bin,grey bin,urban £,0.046
Plastic film,Bin Bags,1,grey bin,grey bin,urban ££,0.03783783783783783
Plastic film,Bin Bags,1,grey bin,grey bin,urban £££,0.02127659574468085
Plastic film,Bin Bags,1,grey bin,grey bin,rural £/££,0.07307692307692307
Plastic film,Bin Bags,1,grey bin,grey bin,rural £££,0.06470588235294117
Plastic film,Bin Bags,1,recycling bin,grey bin,urban £,0.002
Plastic film,Bin Bags,1,recycling bin,grey bin,urban ££,0.0
Plastic film,Bin Bags,1,recycling bin,grey bin,urban £££,0.00425531914893617
Plastic film,Bin Bags,1,recycling bin,grey bin,rural £/££,0.0
Plastic film,Bin Bags,1,recycling bin,grey bin,rural £££,0.00196078431372549
Plastic film,Bin Bags,2,grey bin,grey bin,urban £,0.09387755102040815
Plastic film,Bin Bags,2,grey bin,grey bin,urban ££,0.05263157894736842
Plastic film,Bin Bags,2,grey bin,grey bin,urban £££,0.086
Plastic film,Bin Bags,2,grey bin,grey bin,rural £/££,0.04489795918367347
Plastic film,Bin Bags,2,grey bin,grey bin,rural £££,0.07142857142857142
Plastic film,Bin Bags,2,recycling bin,grey bin,urban £,0.0
Plastic film,Bin Bags,2,recycling bin,grey bin,urban ££,0.018421052631578946
Plastic film,Bin Bags,2,recycling bin,grey bin,urban £££,0.0
Plastic film,Bin Bags,2,recycling bin,grey bin,rural £/££,0.01020408163265306
Plastic film,Bin Bags,2,recycling bin,grey bin,rural £££,0.0
Plastic film,Other Plastic Film,1,grey bin,grey bin,urban £,0.43200000000000005
Plastic film,Other Plastic Film,1,grey bin,grey bin,urban ££,0.3621621621621622
Plastic film,Other Plastic Film,1,grey bin,grey bin,urban £££,0.2872340425531915
Plastic film,Other Plastic Film,1,grey bin,grey bin,rural £/££,0.33653846153846156
Plastic film,Other Plastic Film,1,grey bin,grey bin,rural £££,0.4019607843137255
Plastic film,Other Plastic Film,1,recycling bin,grey bin,urban £,0.038
Plastic film,Other Plastic Film,1,recycling bin,grey bin,urban ££,0.008108108108108109
Plastic film,Other Plastic Film,1,recycling bin,grey bin,urban £££,0.05106382978723404
Plastic film,Other Plastic Film,1,recycling bin,grey bin,rural £/££,0.032692307692307694
Plastic film,Other Plastic Film,1,recycling bin,grey bin,rural £££,0.047058823529411764
Plastic film,Other Plastic Film,2,grey bin,grey bin,urban £,0.4
Plastic film,Other Plastic Film,2,grey bin,grey bin,urban ££,0.3263157894736843
Plastic film,Other Plastic Film,2,grey bin,grey bin,urban £££,0.4
Plastic film,Other Plastic Film,2,grey bin,grey bin,rural £/££,0.22040816326530613
Plastic film,Other Plastic Film,2,grey bin,grey bin,rural £££,0.5612244897959183
Plastic film,Other Plastic Film,2,recycling bin,grey bin,urban £,0.02040816326530612
Plastic film,Other Plastic Film,2,recycling bin,grey bin,urban ££,0.021052631578947368
Plastic film,Other Plastic Film,2,recycling bin,grey bin,urban £££,0.013999999999999999
Plastic film,Other Plastic Film,2,recycling bin,grey bin,rural £/££,0.07346938775510205
Plastic film,Other Plastic Film,2,recycling bin,grey bin,rural £££,0.0163265306122449
Garden waste,Green garden waste,1,grey bin,food&garden ?,urban £,0.036000000000000004
Garden waste,Green garden waste,1,grey bin,food&garden ?,urban ££,0.021621621621621623
Garden waste,Green garden waste,1,grey bin,food&garden ?,urban £££,0.3659574468085106
Garden waste,Green garden waste,1,grey bin,food&garden ?,rural £/££,0.007692307692307693
Garden waste,Green garden waste,1,grey bin,food&garden ?,rural £££,0.029411764705882353
Garden waste,Green garden waste,1,recycling bin,food&garden ?,urban £,0.0
Garden waste,Green garden waste,1,recycling bin,food&garden ?,urban ££,0.0
Garden waste,Green garden waste,1,recycling bin,food&garden ?,urban £££,0.0
Garden waste,Green garden waste,1,recycling bin,food&garden ?,rural £/££,0.0
Garden waste,Green garden waste,1,recycling bin,food&garden ?,rural £££,0.0
Garden waste,Green garden waste,2,grey bin,food&garden ?,urban £,0.012244897959183673
Garden waste,Green garden waste,2,grey bin,food&garden ?,urban ££,0.013157894736842105
Garden waste,Green garden waste,2,grey bin,food&garden ?,urban £££,0.02
Garden waste,Green garden waste,2,grey bin,food&garden ?,rural £/££,0.01020408163265306
Garden waste,Green garden waste,2,grey bin,food&garden ?,rural £££,0.03469387755102041
Garden waste,Green garden waste,2,recycling bin,food&garden ?,urban £,0.0
Garden waste,Green garden waste,2,recycling bin,food&garden ?,urban ££,0.0
Garden waste,Green garden waste,2,recycling bin,food&garden ?,urban £££,0.002
Garden waste,Green garden waste,2,recycling bin,food&garden ?,rural £/££,0.0020408163265306124
Garden waste,Green garden waste,2,recycling bin,food&garden ?,rural £££,0.0
Garden waste,Woody and bulky garden waste,1,grey bin,food&garden ?,urban £,0.0
Garden waste,Woody and bulky garden waste,1,grey bin,food&garden ?,urban ££,0.0
Garden waste,Woody and bulky garden waste,1,grey bin,food&garden ?,urban £££,0.0
Garden waste,Woody and bulky garden waste,1,grey bin,food&garden ?,rural £/££,0.0
Garden waste,Woody and bulky garden waste,1,grey bin,food&garden ?,rural £££,0.00980392156862745
Garden waste,Woody and bulky garden waste,1,recycling bin,food&garden ?,urban £,0.0
Garden waste,Woody and bulky garden waste,1,recycling bin,food&garden ?,urban ££,0.0
Garden waste,Woody and bulky garden waste,1,recycling bin,food&garden ?,urban £££,0.0
Garden waste,Woody and bulky garden waste,1,recycling bin,food&garden ?,rural £/££,0.0
Garden waste,Woody and bulky garden waste,1,recycling bin,food&garden ?,rural £££,0.0
Garden waste,Woody and bulky garden waste,2,grey bin,food&garden ?,urban £,0.0
Garden waste,Woody and bulky garden waste,2,grey bin,food&garden ?,urban ££,0.0
Garden waste,Woody and bulky garden waste,2,grey bin,food&garden ?,urban £££,0.0
Garden waste,Woody and bulky garden waste,2,grey bin,food&garden ?,rural £/££,0.08775510204081632
Garden waste,Woody and bulky garden waste,2,grey bin,food&garden ?,rural £££,0.02040816326530612
Garden waste,Woody and bulky garden waste,2,recycling bin,food&garden ?,urban £,0.0
Garden waste,Woody and bulky garden waste,2,recycling bin,food&garden ?,urban ££,0.0
Garden waste,Woody and bulky garden waste,2,recycling bin,food&garden ?,urban £££,0.0
Garden waste,Woody and bulky garden waste,2,recycling bin,food&garden ?,rural £/££,0.0
Garden waste,Woody and bulky garden waste,2,recycling bin,food&garden ?,rural £££,0.0
Garden waste,Soil,1,grey bin,recycling site,urban £,0.11599999999999999
Garden waste,Soil,1,grey bin,recycling site,urban ££,0.0
Garden waste,Soil,1,grey bin,recycling site,urban £££,0.0
Garden waste,Soil,1,grey bin,recycling site,rural £/££,0.0
Garden waste,Soil,1,grey bin,recycling site,rural £££,0.0
